1101270752324538369,Thu Feb 28 23:59:42 +0000 2019,fitzie63,6651,4,0
1101270703519739904,Thu Feb 28 23:59:30 +0000 2019,ZupanZupan,208,2,0
1101270643234856960,Thu Feb 28 23:59:16 +0000 2019,Astro_Erik,683,1,2
1101270541036634113,Thu Feb 28 23:58:52 +0000 2019,techmariah,1030,159,0
1101270479040643072,Thu Feb 28 23:58:37 +0000 2019,Sci_Rem,1287,2,13
1101270444785762306,Thu Feb 28 23:58:29 +0000 2019,cardwelldalisha,268,5,0
1101270005700681728,Thu Feb 28 23:56:44 +0000 2019,ScienceAU,17033,5,0
1101269972167389184,Thu Feb 28 23:56:36 +0000 2019,imjude1980,245,3,0
1101269753929322498,Thu Feb 28 23:55:44 +0000 2019,LordBarber_A13,168,2,0
1101269638225281024,Thu Feb 28 23:55:17 +0000 2019,wilthomas3,767,3,0
1101269586815533057,Thu Feb 28 23:55:04 +0000 2019,mip69,1264,0,3
1101269577072283648,Thu Feb 28 23:55:02 +0000 2019,OLCSchool,206,1,0
1101269576573177856,Thu Feb 28 23:55:02 +0000 2019,AvasMomTeaches,1489,3,0
1101269511498539009,Thu Feb 28 23:54:46 +0000 2019,patriciasmeyers,987,1,6
1101269499242786819,Thu Feb 28 23:54:43 +0000 2019,bgcstl,768,3,0
1101269258095353856,Thu Feb 28 23:53:46 +0000 2019,sguruleleyba,521,4,0
1101269241179836416,Thu Feb 28 23:53:42 +0000 2019,cmdietzcomrel,417,0,2
1101269025139634177,Thu Feb 28 23:52:50 +0000 2019,The_MrRust,176,1,0
1101268917849346049,Thu Feb 28 23:52:25 +0000 2019,MD_Clinicals,165,272,0
1101268836932898817,Thu Feb 28 23:52:05 +0000 2019,MelissaPaciulli,249,1,3
1101268772235685889,Thu Feb 28 23:51:50 +0000 2019,JeJmac,159,1,20
1101268698927554560,Thu Feb 28 23:51:33 +0000 2019,bboyweichun,168,1,0
1101268452570947584,Thu Feb 28 23:50:34 +0000 2019,ScienceIsMetal,1495,0,5
1101268361940484096,Thu Feb 28 23:50:12 +0000 2019,TheIrishStudent,590,8,0
1101268193304346632,Thu Feb 28 23:49:32 +0000 2019,ham_gretsky,7442,6,0
1101267812125999104,Thu Feb 28 23:48:01 +0000 2019,TeqProducts,212,0,0
1101267811358437377,Thu Feb 28 23:48:01 +0000 2019,alysfitz,1610,0,1
1101267743196635137,Thu Feb 28 23:47:45 +0000 2019,khera_gs,182,3,0
1101267710233796609,Thu Feb 28 23:47:37 +0000 2019,fakefake0102,2,29,0
1101267511272718338,Thu Feb 28 23:46:49 +0000 2019,Khwaja_Shaik,1162,1,3
1101267446118268928,Thu Feb 28 23:46:34 +0000 2019,gosynth,669,1,0
1101267267252293632,Thu Feb 28 23:45:51 +0000 2019,sarahoerther,667,2,10
1101267233878302720,Thu Feb 28 23:45:43 +0000 2019,jlessard32,533,1,3
1101267192459522050,Thu Feb 28 23:45:33 +0000 2019,jackjoh09913095,8,29,0
1101267128013877249,Thu Feb 28 23:45:18 +0000 2019,bcdutt,325,4,0
1101267095323639808,Thu Feb 28 23:45:10 +0000 2019,michaelsky12,3494,11,0
1101267051602042880,Thu Feb 28 23:45:00 +0000 2019,PledgeCents,3954,0,0
1101266978159906816,Thu Feb 28 23:44:42 +0000 2019,SooTangYuk,1889,2,0
1101266949080678400,Thu Feb 28 23:44:35 +0000 2019,ascienceaday,28,0,5
1101266823910174720,Thu Feb 28 23:44:06 +0000 2019,TAMESTEM,652,2,0
1101266791844769798,Thu Feb 28 23:43:58 +0000 2019,HRDigitalBE,4159,12,0
1101266720751140870,Thu Feb 28 23:43:41 +0000 2019,larsreja,5072,0,0
1101266720621121536,Thu Feb 28 23:43:41 +0000 2019,genalphaproject,47416,0,0
1101266558209478656,Thu Feb 28 23:43:02 +0000 2019,Good2noeMath,212,1,2
1101266497769492480,Thu Feb 28 23:42:48 +0000 2019,MarsTweep,2038,14,0
1101266432388710401,Thu Feb 28 23:42:32 +0000 2019,joyredmond,955,9,0
1101266327052795904,Thu Feb 28 23:42:07 +0000 2019,OurVoices_Blog,210,4,6
1101266318827966465,Thu Feb 28 23:42:05 +0000 2019,HaleyGrunloh,33,0,1
