1100907981246529537,Wed Feb 27 23:58:11 +0000 2019,KdL1337,907,2,0
1100907860223913984,Wed Feb 27 23:57:42 +0000 2019,DJsJewelry,68,0,1
1100907324456153088,Wed Feb 27 23:55:34 +0000 2019,VeronicaVM17,1157,2,7
1100904882356146176,Wed Feb 27 23:45:52 +0000 2019,oukadaia,329,3,0
1100904063917531136,Wed Feb 27 23:42:37 +0000 2019,ParmBilkhu,3956,0,1
1100904026365923328,Wed Feb 27 23:42:28 +0000 2019,kathrynmeath,18,0,3
1100903850469257216,Wed Feb 27 23:41:46 +0000 2019,mattnaumann,2305,0,1
1100902756955521024,Wed Feb 27 23:37:25 +0000 2019,GothAsianSinner,44,0,1
1100902420438118405,Wed Feb 27 23:36:05 +0000 2019,japanesehotporn,15139,0,1
1100902329744793600,Wed Feb 27 23:35:43 +0000 2019,mycoolcowling,164,0,2
1100902313118511104,Wed Feb 27 23:35:39 +0000 2019,freeitout,246,0,1
1100901128491790336,Wed Feb 27 23:30:57 +0000 2019,kjhgfx1,309,0,1
1100900895120711680,Wed Feb 27 23:30:01 +0000 2019,Hayato_barrier,431,0,1
1100898602875056128,Wed Feb 27 23:20:55 +0000 2019,PowercutMusic,766,1,0
1100898400390836224,Wed Feb 27 23:20:07 +0000 2019,sane_show,23,1,2
1100897119840288768,Wed Feb 27 23:15:01 +0000 2019,japanesehotporn,15139,0,2
1100896714607624192,Wed Feb 27 23:13:25 +0000 2019,DJTheCoach,4460,0,1
1100896414484307973,Wed Feb 27 23:12:13 +0000 2019,YuliianaH18,73,182,0
1100896036434989056,Wed Feb 27 23:10:43 +0000 2019,underratedbias,440,1,1
1100895936665006082,Wed Feb 27 23:10:19 +0000 2019,OfficialCptAK,176,0,1
1100894887828811776,Wed Feb 27 23:06:09 +0000 2019,lil_teezan,296,0,0
1100894787534643200,Wed Feb 27 23:05:45 +0000 2019,freeitout,246,0,0
