ID,time created, user name, user followers, likes, retweets
1100752223234076675,Wed Feb 27 13:39:15 +0000 2019,jerryz8551,962,3,0
1100749681041260545,Wed Feb 27 13:29:09 +0000 2019,AbbyCameron131,263,0,16
1100749220057882624,Wed Feb 27 13:27:19 +0000 2019,CTRL_UIUC,133,4,0
1100748821619970048,Wed Feb 27 13:25:44 +0000 2019,everydaycs,190,4,7
1100742679284121601,Wed Feb 27 13:01:20 +0000 2019,CSforAllTchrs,7267,0,0
1100735564104585217,Wed Feb 27 12:33:03 +0000 2019,StvSharp,386,0,0
1100735094795501568,Wed Feb 27 12:31:11 +0000 2019,AngCleveland,2746,3,0
1100735001656770563,Wed Feb 27 12:30:49 +0000 2019,rocksatthestars,588,6,0
1100733253575761920,Wed Feb 27 12:23:52 +0000 2019,lotiniver,3,0,0
1100732295718334464,Wed Feb 27 12:20:04 +0000 2019,RutgersCESP,795,3,2
1100729643517267970,Wed Feb 27 12:09:32 +0000 2019,wilsandrea,2867,0,6
1100723867729973248,Wed Feb 27 11:46:35 +0000 2019,stppLMC,359,14,0
1100723396160180229,Wed Feb 27 11:44:42 +0000 2019,AbbyCameron131,263,0,4
1100721726860787712,Wed Feb 27 11:38:04 +0000 2019,mycodekit,144,0,2
1100720960150425602,Wed Feb 27 11:35:01 +0000 2019,MSpence_DigLit,96,1,0
1100706475700293632,Wed Feb 27 10:37:28 +0000 2019,diane_levitt,1767,0,1
1100704804479873031,Wed Feb 27 10:30:50 +0000 2019,Aviatrixt,4038,6,0
1100660115588427776,Wed Feb 27 07:33:15 +0000 2019,moenig,1580,1,0
1100644988134834177,Wed Feb 27 06:33:08 +0000 2019,AFunabiki,146,2,0
1100644695447724032,Wed Feb 27 06:31:59 +0000 2019,CSforALL,12983,5,0
1100644214843555840,Wed Feb 27 06:30:04 +0000 2019,eraser,24829,2,3
1100643852707233793,Wed Feb 27 06:28:38 +0000 2019,ruthef,5323,4,0
1100633093671657477,Wed Feb 27 05:45:52 +0000 2019,jgpinhe,225,11,0
1100627218546470912,Wed Feb 27 05:22:32 +0000 2019,marlobarnett,1542,1,0
1100621998579798016,Wed Feb 27 05:01:47 +0000 2019,MadForMaple,1729,1,0
1100621622191579137,Wed Feb 27 05:00:17 +0000 2019,mraspinall,44311,1,3
1100615633069322240,Wed Feb 27 04:36:30 +0000 2019,ConyersMiddle,475,7,0
1100611321450688512,Wed Feb 27 04:19:22 +0000 2019,Todd_Lash,2413,4,0
1100608362818035712,Wed Feb 27 04:07:36 +0000 2019,CTRL_UIUC,133,4,0
1100608025671421952,Wed Feb 27 04:06:16 +0000 2019,askatechnogirl,3384,1,0
1100601759163129856,Wed Feb 27 03:41:22 +0000 2019,tweetupspace,6467,6,0
1100594337321230336,Wed Feb 27 03:11:52 +0000 2019,mrskalthoff,3403,0,2
1100593508342288387,Wed Feb 27 03:08:35 +0000 2019,ohplzlol,1616,6,0
1100593474611699713,Wed Feb 27 03:08:27 +0000 2019,mrskalthoff,3403,1,8
1100592994556801024,Wed Feb 27 03:06:32 +0000 2019,mrskalthoff,3403,0,4
1100592170929737728,Wed Feb 27 03:03:16 +0000 2019,spacenerd19,629,6,0
1100591868583337985,Wed Feb 27 03:02:04 +0000 2019,Aviatrixt,4038,6,26
1100591338397958146,Wed Feb 27 02:59:57 +0000 2019,CIRCLEducators,267,21,0
1100585067494162432,Wed Feb 27 02:35:02 +0000 2019,saiorsemaria,1687,1,11
1100584314285244416,Wed Feb 27 02:32:03 +0000 2019,CisforCarla,352,5,0
1100584204339798018,Wed Feb 27 02:31:36 +0000 2019,ASDCCR1,23,12,0
1100584075033759746,Wed Feb 27 02:31:06 +0000 2019,EdEsegovia2,166,1,0
1100583927369121792,Wed Feb 27 02:30:30 +0000 2019,CisforCarla,352,4,0
1100583799912624128,Wed Feb 27 02:30:00 +0000 2019,everydaycs,190,4,10
1100580880094035968,Wed Feb 27 02:18:24 +0000 2019,Aviatrixt,4038,8,0
1100577122723250176,Wed Feb 27 02:03:28 +0000 2019,jawkuhn,1395,3,11
1100573787895021568,Wed Feb 27 01:50:13 +0000 2019,codebreakeredu,3033,1,0
1100573716013035520,Wed Feb 27 01:49:56 +0000 2019,codebreakeredu,3033,1,0
1100567188027584512,Wed Feb 27 01:23:59 +0000 2019,TexasSpaceGrant,1311,3,0
1100561166991065088,Wed Feb 27 01:00:04 +0000 2019,RobotConsumer,1187,1,0
1100560366235377664,Wed Feb 27 00:56:53 +0000 2019,jackiegerstein,24688,1,1
1100560261457559552,Wed Feb 27 00:56:28 +0000 2019,coocoosis,378,5,0
1100559246813409280,Wed Feb 27 00:52:26 +0000 2019,LaunchCompSci,1612,1,0
1100558122907652096,Wed Feb 27 00:47:58 +0000 2019,christinekdixon,1873,1,11
1100556282803695618,Wed Feb 27 00:40:39 +0000 2019,BootUpPD,1115,2,0
1100551758877646849,Wed Feb 27 00:22:41 +0000 2019,CSforALL,12983,2,0
1100551660697309184,Wed Feb 27 00:22:17 +0000 2019,CSforALL,12983,0,1
1100551211873329154,Wed Feb 27 00:20:30 +0000 2019,CSforALL,12983,2,6
1100550674633248768,Wed Feb 27 00:18:22 +0000 2019,jmclasher,54,1,6
1100549556528467969,Wed Feb 27 00:13:56 +0000 2019,StephWortel,825,4,0
1100549199865831424,Wed Feb 27 00:12:31 +0000 2019,AbbyCameron131,263,1,8
1100547113111482369,Wed Feb 27 00:04:13 +0000 2019,reginaschaffer,3743,5,0
1100546145460371456,Wed Feb 27 00:00:22 +0000 2019,YouthCodeJam,245,3,5
