ID,time created, User, Followers, RTs, Favorites
1101222540528123904,Thu Feb 28 20:48:08 +0000 2019,kimberlyfroth,228,0,0
1101222086637424640,Thu Feb 28 20:46:19 +0000 2019,Len_tsh,461,0,0
1101221922002460672,Thu Feb 28 20:45:40 +0000 2019,CheefQuise,383,0,1
1101221858408611841,Thu Feb 28 20:45:25 +0000 2019,ViridhyaBags,2225,0,0
1101221825592340480,Thu Feb 28 20:45:17 +0000 2019,PeterMerlinCane,114936,0,0
1101221756247912448,Thu Feb 28 20:45:01 +0000 2019,theequalgroup,363,1,3
1101221717991718912,Thu Feb 28 20:44:51 +0000 2019,UN_Women,1566793,14,0
1101221638434115584,Thu Feb 28 20:44:32 +0000 2019,ThornburyComm,376,1,0
1101221517080309761,Thu Feb 28 20:44:04 +0000 2019,Inkbloodedwoman,483,0,0
1101221181422821376,Thu Feb 28 20:42:44 +0000 2019,CoffeeClub16,12,0,0
1101220916984459264,Thu Feb 28 20:41:40 +0000 2019,LCC_LGBTstaff,168,0,2
1101220763808329728,Thu Feb 28 20:41:04 +0000 2019,TheCSUEA,711,22,0
1101220278787559425,Thu Feb 28 20:39:08 +0000 2019,ChampionsParent,184,9,0
1101220075690962950,Thu Feb 28 20:38:20 +0000 2019,RuizBorges,1908,5,0
1101219913199308800,Thu Feb 28 20:37:41 +0000 2019,hitech_guru,2548,0,0
1101219367797297154,Thu Feb 28 20:35:31 +0000 2019,nsorommababy,903,20,0
1101218817412235264,Thu Feb 28 20:33:20 +0000 2019,SpiciestSweet,327,32,0
1101218783849402368,Thu Feb 28 20:33:12 +0000 2019,SpiciestSweet,327,27,0
1101218026161094660,Thu Feb 28 20:30:11 +0000 2019,groundespresso,7958,2,0
1101217273686110208,Thu Feb 28 20:27:12 +0000 2019,ADL_SF,995,8,0
1101217160125472771,Thu Feb 28 20:26:45 +0000 2019,CoopsWales,783,1,2
1101216972560306176,Thu Feb 28 20:26:00 +0000 2019,realusafreedom,3868,40,0
1101216725167759360,Thu Feb 28 20:25:01 +0000 2019,KING_KILLABEE,605,20,0
1101216688190775297,Thu Feb 28 20:24:52 +0000 2019,MrsRimpley,90,2,0
1101215819378446343,Thu Feb 28 20:21:25 +0000 2019,drummike2012,11325,2,0
